Year,Month,Day,Concentration,DayOfWeek,Weekend
2010,1,31,41.52173913043478,0,1
2010,2,1,42.458333333333336,1,0
2010,2,2,41.891304347826086,2,0
2010,2,3,37.416666666666664,3,0
2010,2,4,43.369565217391305,4,0
2010,2,5,41.3125,5,0
2010,2,6,42.21739130434783,6,1
2010,2,7,13.229166666666666,0,1
2010,2,8,5.636363636363637,1,0
2010,2,11,61.0,4,0
2010,2,12,47.388888888888886,5,0
2010,2,13,48.708333333333336,6,1
2010,2,14,36.108695652173914,0,1
2010,2,15,22.895833333333332,1,0
2010,2,16,62.04347826086956,2,0
2010,2,17,33.833333333333336,3,0
2010,2,18,41.58695652173913,4,0
2010,2,19,50.375,5,0
2010,2,20,48.45652173913044,6,1
2010,2,21,52.833333333333336,0,1
2010,2,22,61.47826086956522,1,0
2010,2,23,14.604166666666666,2,0
2010,2,24,57.69565217391305,3,0
2010,2,25,61.270833333333336,4,0
2010,2,26,65.73913043478261,5,0
2010,2,27,71.5,6,1
2010,2,28,59.391304347826086,0,1
2010,3,1,38.333333333333336,1,0
2010,3,2,29.67391304347826,2,0
2010,3,3,30.108695652173914,3,0
2010,3,4,50.979166666666664,4,0
2010,3,5,38.34782608695652,5,0
2010,3,6,61.458333333333336,6,1
2010,3,7,55.78260869565217,0,1
2010,3,8,35.0,1,0
2010,3,9,37.78260869565217,2,0
2010,3,10,45.166666666666664,3,0
2010,3,11,33.391304347826086,4,0
2010,3,12,21.0,5,0
2010,3,13,39.45652173913044,6,1
2010,3,14,45.645833333333336,0,1
2010,3,15,43.69565217391305,1,0
2010,3,16,35.08695652173913,2,0
2010,3,17,47.43478260869565,3,0
2010,3,18,58.979166666666664,4,0
2010,3,19,65.76086956521739,5,0
2010,3,20,61.4375,6,1
2010,3,21,43.06521739130435,0,1
2010,3,22,48.395833333333336,1,0
2010,3,23,38.31818181818182,2,0
2010,3,24,60.0,3,0
2010,3,25,69.43478260869566,4,0
2010,3,26,75.79166666666667,5,0
2010,3,27,66.82608695652173,6,1
2010,3,28,62.916666666666664,0,1
2010,3,29,61.80434782608695,1,0
2010,3,30,70.25,2,0
2010,3,31,73.21739130434783,3,0
2010,4,1,64.70833333333333,4,0
2010,4,2,68.54347826086956,5,0
2010,4,3,67.6875,6,1
2010,4,4,67.1304347826087,0,1
2010,4,5,61.791666666666664,1,0
2010,4,6,68.28260869565217,2,0
2010,4,7,42.95652173913044,3,0
2010,4,8,25.065217391304348,4,0
2010,4,9,39.875,5,0
2010,4,10,53.91304347826087,6,1
2010,4,11,50.1875,0,1
2010,4,12,48.54347826086956,1,0
2010,4,13,68.26190476190476,2,0
2010,4,14,53.93478260869565,3,0
2010,4,15,55.729166666666664,4,0
2010,4,16,58.56521739130435,5,0
2010,4,17,49.395833333333336,6,1
2010,4,18,60.93478260869565,0,1
2010,4,19,40.891304347826086,1,0
2010,4,20,42.729166666666664,2,0
2010,4,21,47.391304347826086,3,0
2010,4,22,53.604166666666664,4,0
2010,4,23,41.26086956521739,5,0
2010,4,24,48.6875,6,1
2010,4,25,68.08695652173913,0,1
2010,4,26,43.0625,1,0
2010,4,27,41.30434782608695,2,0
2010,4,28,62.375,3,0
2010,4,29,88.0,4,0
2010,4,30,70.39583333333333,5,0
2010,5,1,52.32608695652174,6,1
2010,5,2,38.333333333333336,0,1
2010,5,3,51.17391304347826,1,0
2010,5,4,68.16666666666667,2,0
2010,5,5,63.21739130434783,3,0
2010,5,6,50.270833333333336,4,0
2010,5,7,45.5,5,0
2010,5,8,47.458333333333336,6,1
2010,5,9,45.19565217391305,0,1
2010,5,10,63.291666666666664,1,0
2010,5,11,47.65217391304348,2,0
2010,5,12,48.75,3,0
2010,5,13,50.80434782608695,4,0
2010,5,14,34.354166666666664,5,0
2010,5,15,65.41304347826087,6,1
2010,5,16,55.854166666666664,0,1
2010,5,17,52.65217391304348,1,0
2010,5,18,45.729166666666664,2,0
2010,5,19,50.54545454545455,3,0
2010,5,20,64.0,4,0
2010,5,21,53.608695652173914,5,0
2010,5,22,61.333333333333336,6,1
2010,5,23,43.76086956521739,0,1
2010,5,24,61.375,1,0
2010,5,25,76.0,2,0
2010,5,26,32.145833333333336,3,0
2010,5,27,48.04347826086956,4,0
2010,5,28,45.3125,5,0
2010,5,29,61.34782608695652,6,1
2010,5,30,49.583333333333336,0,1
2010,5,31,48.130434782608695,1,0
2010,6,1,44.041666666666664,2,0
2010,6,2,63.52173913043478,3,0
2010,6,3,74.35416666666667,4,0
2010,6,4,75.17391304347827,5,0
2010,6,5,83.95652173913044,6,1
2010,6,6,70.08333333333333,0,1
2010,6,7,58.45454545454545,1,0
2010,6,8,46.25,2,0
2010,6,9,37.608695652173914,3,0
2010,6,10,44.916666666666664,4,0
2010,6,11,65.73809523809524,5,0
2010,6,12,48.395833333333336,6,1
2010,6,13,50.71739130434783,0,1
2010,6,14,47.083333333333336,1,0
2010,6,15,69.28260869565217,2,0
2010,6,16,68.60416666666667,3,0
2010,6,17,48.08695652173913,4,0
2010,6,18,42.645833333333336,5,0
2010,6,19,53.608695652173914,6,1
2010,6,20,50.75,0,1
2010,6,21,45.67391304347826,1,0
2010,6,22,56.520833333333336,2,0
2010,6,23,69.97826086956522,3,0
2010,6,24,93.52083333333333,4,0
2010,6,25,71.5,5,0
2010,6,26,86.8125,6,1
2010,6,27,98.66666666666667,0,1
2010,6,28,103.6875,1,0
2010,6,29,54.391304347826086,2,0
2010,6,30,52.166666666666664,3,0
2010,7,1,77.5,4,0
2010,7,2,99.77083333333333,5,0
2010,7,3,67.06521739130434,6,1
2010,7,4,63.020833333333336,0,1
2010,7,5,45.43478260869565,1,0
2010,7,6,50.369565217391305,2,0
2010,7,7,71.71739130434783,3,0
2010,7,8,96.33333333333333,4,0
2010,7,9,30.916666666666668,5,0
2010,7,12,57.166666666666664,1,0
2010,7,13,53.08695652173913,2,0
2010,7,14,66.42857142857143,3,0
2010,7,15,75.20588235294117,4,0
2010,7,16,63.3125,5,0
2010,7,17,40.56521739130435,6,1
2010,7,18,51.375,0,1
2010,7,19,76.65217391304348,1,0
2010,7,20,90.91666666666667,2,0
2010,7,21,86.78260869565217,3,0
2010,7,22,52.52173913043478,4,0
2010,7,23,34.208333333333336,5,0
2010,7,24,56.91304347826087,6,1
2010,7,25,49.083333333333336,0,1
2010,7,26,36.80434782608695,1,0
2010,7,27,31.142857142857142,2,0
2010,7,28,48.30434782608695,3,0
2010,7,29,34.125,4,0
2010,7,30,48.02173913043478,5,0
2010,7,31,67.29166666666667,6,1
2010,8,1,39.30434782608695,0,1
2010,8,2,30.520833333333332,1,0
2010,8,3,45.02173913043478,2,0
2010,8,4,45.41304347826087,3,0
2010,8,5,36.84782608695652,4,0
2010,8,6,36.395833333333336,5,0
2010,8,7,44.34782608695652,6,1
2010,8,8,29.229166666666668,0,1
2010,8,9,39.82608695652174,1,0
2010,8,10,44.333333333333336,2,0
2010,8,11,35.58695652173913,3,0
2010,8,12,38.791666666666664,4,0
2010,8,13,36.82608695652174,5,0
2010,8,14,45.145833333333336,6,1
2010,8,15,52.67391304347826,0,1
2010,8,16,44.770833333333336,1,0
2010,8,17,50.30434782608695,2,0
2010,8,18,42.083333333333336,3,0
2010,8,19,45.73913043478261,4,0
2010,8,20,54.583333333333336,5,0
2010,8,21,38.02173913043478,6,1
2010,8,22,37.0625,0,1
2010,8,23,60.26086956521739,1,0
2010,8,24,56.145833333333336,2,0
2010,8,25,55.17391304347826,3,0
2010,8,26,40.875,4,0
2010,8,27,34.95652173913044,5,0
2010,8,28,34.958333333333336,6,1
2010,8,29,45.17391304347826,0,1
2010,8,30,54.4375,1,0
2010,8,31,39.06521739130435,2,0
2010,9,1,34.104166666666664,3,0
2010,9,2,33.95652173913044,4,0
2010,9,3,26.833333333333332,5,0
2010,9,4,37.30434782608695,6,1
2010,9,5,44.729166666666664,0,1
2010,9,6,68.47727272727273,1,0
2010,9,7,43.43478260869565,2,0
2010,9,8,40.333333333333336,3,0
2010,9,9,34.04347826086956,4,0
2010,9,10,39.729166666666664,5,0
2010,9,11,43.06521739130435,6,1
2010,9,12,23.208333333333332,0,1
2010,9,13,32.78260869565217,1,0
2010,9,14,50.854166666666664,2,0
2010,9,15,59.11904761904762,3,0
2010,9,16,38.75,4,0
2010,9,17,25.97826086956522,5,0
2010,9,18,29.166666666666668,6,1
2010,9,19,35.08695652173913,0,1
2010,9,20,51.604166666666664,1,0
2010,9,21,28.456521739130434,2,0
2010,9,22,41.291666666666664,3,0
2010,9,23,49.71739130434783,4,0
2010,9,24,34.479166666666664,5,0
2010,9,25,57.32608695652174,6,1
2010,9,26,41.9375,0,1
2010,9,27,19.41304347826087,1,0
2010,9,28,17.416666666666668,2,0
2010,9,29,11.369565217391305,3,0
2010,9,30,14.833333333333334,4,0
2010,10,1,32.43478260869565,5,0
2010,10,2,34.166666666666664,6,1
2010,10,3,65.43478260869566,0,1
2010,10,4,39.25,1,0
2010,10,5,31.652173913043477,2,0
2010,10,6,33.0625,3,0
2010,10,7,11.282608695652174,4,0
2010,10,8,23.9375,5,0
2010,10,9,24.23913043478261,6,1
2010,10,10,29.854166666666668,0,1
2010,10,11,25.391304347826086,1,0
2010,10,12,13.6875,2,0
2010,10,13,17.772727272727273,3,0
2010,10,14,12.020833333333334,4,0
2010,10,15,25.0,5,0
2010,10,16,37.3125,6,1
2010,10,17,28.91304347826087,0,1
2010,10,18,32.770833333333336,1,0
2010,10,19,36.95652173913044,2,0
2010,10,20,46.3125,3,0
2010,10,21,26.76086956521739,4,0
2010,10,22,32.479166666666664,5,0
2010,10,23,35.5,6,1
2010,10,24,32.23913043478261,0,1
2010,10,25,24.125,1,0
2010,10,26,24.130434782608695,2,0
2010,10,27,44.4375,3,0
2010,10,28,36.97826086956522,4,0
2010,10,29,52.375,5,0
2010,10,30,43.523809523809526,6,1
2010,10,31,35.0,0,1
2010,11,1,6.673913043478261,1,0
2010,11,2,27.458333333333332,2,0
2010,11,3,42.608695652173914,3,0
2010,11,4,47.416666666666664,4,0
2010,11,5,46.108695652173914,5,0
2010,11,6,39.520833333333336,6,1
2010,11,7,13.673913043478262,0,1
2010,11,8,45.75,1,0
2010,11,9,32.58695652173913,2,0
2010,11,10,14.625,3,0
2010,11,11,40.0,4,0
2010,11,12,60.541666666666664,5,0
2010,11,13,55.80434782608695,6,1
2010,11,14,50.520833333333336,0,1
2010,11,15,16.76086956521739,1,0
2010,11,16,3.2291666666666665,2,0
2010,11,17,16.369565217391305,3,0
2010,11,18,17.90909090909091,4,0
2010,11,19,27.608695652173914,5,0
2010,11,20,14.208333333333334,6,1
2010,11,21,5.173913043478261,0,1
2010,11,22,13.5,1,0
2010,11,26,28.681818181818183,5,0
2010,11,27,31.73913043478261,6,1
2010,11,28,16.729166666666668,0,1
2010,11,29,3.3636363636363638,1,0
2010,11,30,3.3541666666666665,2,0
2010,12,1,17.82608695652174,3,0
2010,12,2,4.208333333333333,4,0
2010,12,3,2.4130434782608696,5,0
2010,12,4,35.145833333333336,6,1
2010,12,5,37.108695652173914,0,1
2010,12,6,12.0625,1,0
2010,12,7,1.65,2,0
2010,12,8,3.0,3,0
2010,12,9,23.565217391304348,4,0
2010,12,10,11.391304347826088,5,0
2010,12,11,23.625,6,1
2010,12,12,42.869565217391305,0,1
2010,12,13,21.4375,1,0
2010,12,14,30.434782608695652,2,0
2010,12,15,14.520833333333334,3,0
2010,12,16,25.891304347826086,4,0
2010,12,17,37.1875,5,0
2010,12,18,40.130434782608695,6,1
2010,12,19,41.333333333333336,0,1
2010,12,20,19.434782608695652,1,0
2010,12,21,12.520833333333334,2,0
2010,12,22,1.8695652173913044,3,0
2010,12,23,7.729166666666667,4,0
2010,12,24,31.434782608695652,5,0
2010,12,25,34.25,6,1
2010,12,26,21.695652173913043,0,1
2010,12,27,51.458333333333336,1,0
2010,12,28,40.630434782608695,2,0
2010,12,29,11.354166666666666,3,0
2010,12,30,28.09090909090909,4,0
2010,12,31,8.666666666666666,5,0
2011,1,1,8.347826086956522,6,1
2011,1,2,21.229166666666668,0,1
2011,1,3,15.782608695652174,1,0
2011,1,4,24.875,2,0
2011,1,5,44.80434782608695,3,0
2011,1,6,31.5,4,0
2011,1,7,22.475,5,0
2011,1,8,51.916666666666664,6,1
2011,1,9,37.97826086956522,0,1
2011,1,10,29.145833333333332,1,0
2011,1,11,36.47826086956522,2,0
2011,1,12,37.583333333333336,3,0
2011,1,13,38.108695652173914,4,0
2011,1,14,47.520833333333336,5,0
2011,1,15,63.391304347826086,6,1
2011,1,16,51.541666666666664,0,1
2011,1,17,31.17391304347826,1,0
2011,1,18,41.416666666666664,2,0
2011,1,19,37.34782608695652,3,0
2011,1,20,46.6875,4,0
2011,1,21,20.717391304347824,5,0
2011,1,22,36.5625,6,1
2011,1,23,45.869565217391305,0,1
2011,1,24,41.78260869565217,1,0
2011,1,25,25.369565217391305,2,0
2011,1,26,34.30434782608695,3,0
2011,1,27,16.4375,4,0
2011,1,28,25.391304347826086,5,0
2011,1,29,11.791666666666666,6,1
2011,1,30,11.5,0,1
2011,1,31,8.479166666666666,1,0
2011,2,1,12.826086956521738,2,0
2011,2,2,20.520833333333332,3,0
2011,2,3,31.02173913043478,4,0
2011,2,4,56.833333333333336,5,0
2011,2,5,70.69565217391305,6,1
2011,2,6,71.60416666666667,0,1
2011,2,7,63.65217391304348,1,0
2011,2,8,29.729166666666668,2,0
2011,2,9,28.26086956521739,3,0
2011,2,10,33.0,4,0
2011,2,11,42.76086956521739,5,0
2011,2,12,50.291666666666664,6,1
2011,2,13,55.47826086956522,0,1
2011,2,14,29.9375,1,0
2011,2,15,51.76086956521739,2,0
2011,2,16,47.479166666666664,3,0
2011,2,17,6.956521739130435,4,0
2011,2,18,6.8125,5,0
2011,2,19,22.630434782608695,6,1
2011,2,20,15.916666666666666,0,1
2011,2,21,23.630434782608695,1,0
2011,2,22,26.916666666666668,2,0
2011,2,23,42.91304347826087,3,0
2011,2,24,20.041666666666668,4,0
2011,2,25,39.91304347826087,5,0
2011,2,26,48.791666666666664,6,1
2011,2,27,62.73913043478261,0,1
2011,2,28,39.291666666666664,1,0
2011,3,1,22.67391304347826,2,0
2011,3,2,28.565217391304348,3,0
2011,3,3,30.717391304347824,4,0
2011,3,4,23.583333333333332,5,0
2011,3,5,34.08695652173913,6,1
2011,3,6,60.479166666666664,0,1
2011,3,7,46.78260869565217,1,0
2011,3,8,60.645833333333336,2,0
2011,3,9,63.45652173913044,3,0
2011,3,10,64.41666666666667,4,0
2011,3,11,52.32608695652174,5,0
2011,3,12,55.5,6,1
2011,3,13,52.608695652173914,0,1
2011,3,14,28.434782608695652,1,0
2011,3,15,32.75,2,0
2011,3,16,34.76086956521739,3,0
2011,3,17,15.772727272727273,4,0
2011,3,18,35.04347826086956,5,0
2011,3,19,44.1875,6,1
2011,3,20,39.21739130434783,0,1
2011,3,21,5.333333333333333,1,0
2011,3,25,25.625,5,0
2011,3,26,42.58695652173913,6,1
2011,3,27,42.791666666666664,0,1
2011,3,28,31.523809523809526,1,0
2011,3,29,37.395833333333336,2,0
2011,3,30,41.108695652173914,3,0
2011,3,31,40.375,4,0
2011,4,1,31.347826086956523,5,0
2011,4,2,43.458333333333336,6,1
2011,4,3,45.23913043478261,0,1
2011,4,4,56.583333333333336,1,0
2011,4,5,60.82608695652174,2,0
2011,4,6,45.395833333333336,3,0
2011,4,7,45.69565217391305,4,0
2011,4,8,39.3125,5,0
2011,4,9,45.45652173913044,6,1
2011,4,10,40.479166666666664,0,1
2011,4,11,48.404761904761905,1,0
2011,4,12,60.3125,2,0
2011,4,13,47.17391304347826,3,0
2011,4,14,43.979166666666664,4,0
2011,4,15,53.23913043478261,5,0
2011,4,16,45.854166666666664,6,1
2011,4,17,58.08695652173913,0,1
2011,4,18,67.70833333333333,1,0
2011,4,19,85.93478260869566,2,0
2011,4,20,88.45833333333333,3,0
2011,4,21,74.21739130434783,4,0
2011,4,22,76.33333333333333,5,0
2011,4,23,77.32608695652173,6,1
2011,4,24,93.60416666666667,0,1
2011,4,25,91.08695652173913,1,0
2011,4,26,81.02083333333333,2,0
2011,4,27,53.0,3,0
2011,4,28,43.229166666666664,4,0
2011,4,29,54.630434782608695,5,0
2011,4,30,72.69565217391305,6,1
2011,5,1,70.66666666666667,0,1
2011,5,2,67.93478260869566,1,0
2011,5,3,61.604166666666664,2,0
2011,5,4,63.52173913043478,3,0
2011,5,5,61.81818181818182,4,0
2011,5,6,70.64285714285714,5,0
2011,5,7,104.0,6,1
2011,5,8,98.5,0,1
2011,5,9,47.333333333333336,1,0
2011,5,10,53.95652173913044,2,0
2011,5,11,64.14583333333333,3,0
2011,5,12,53.630434782608695,4,0
2011,5,13,63.5,5,0
2011,5,14,56.78260869565217,6,1
2011,5,15,63.4375,0,1
2011,5,16,57.06521739130435,1,0
2011,5,17,64.04166666666667,2,0
2011,5,18,54.869565217391305,3,0
2011,5,19,40.020833333333336,4,0
2011,5,20,43.108695652173914,5,0
2011,5,21,66.08333333333333,6,1
2011,5,22,69.45652173913044,0,1
2011,5,23,70.0625,1,0
2011,5,24,57.91304347826087,2,0
2011,5,25,65.70833333333333,3,0
2011,5,26,76.34782608695652,4,0
2011,5,27,53.958333333333336,5,0
2011,5,28,66.34782608695652,6,1
2011,5,29,63.604166666666664,0,1
2011,5,30,69.30434782608695,1,0
2011,5,31,51.645833333333336,2,0
2011,6,1,61.26086956521739,3,0
2011,6,2,74.97916666666667,4,0
2011,6,3,82.32608695652173,5,0
2011,6,4,96.02083333333333,6,1
2011,6,5,53.15,0,1
2011,6,6,61.583333333333336,1,0
2011,6,7,69.30434782608695,2,0
2011,6,8,67.875,3,0
2011,6,9,57.52272727272727,4,0
2011,6,10,41.1875,5,0
2011,6,11,48.19565217391305,6,1
2011,6,12,60.041666666666664,0,1
2011,6,13,54.15217391304348,1,0
2011,6,14,39.25,2,0
2011,6,15,42.21739130434783,3,0
2011,6,16,44.56521739130435,4,0
2011,6,17,55.208333333333336,5,0
2011,6,18,59.06521739130435,6,1
2011,6,19,56.0,0,1
2011,6,20,30.195652173913043,1,0
2011,6,21,34.833333333333336,2,0
2011,6,22,40.45652173913044,3,0
2011,6,23,61.145833333333336,4,0
2011,6,24,51.891304347826086,5,0
2011,6,25,41.145833333333336,6,1
2011,6,26,52.65217391304348,0,1
2011,6,27,69.875,1,0
2011,6,28,104.47826086956522,2,0
2011,6,29,58.125,3,0
2011,6,30,47.630434782608695,4,0
2011,7,1,47.8125,5,0
2011,7,2,42.45652173913044,6,1
2011,7,3,57.8125,0,1
2011,7,4,50.0,1,0
2011,7,5,60.25,2,0
2011,7,6,58.175,3,0
2011,7,7,54.458333333333336,4,0
2011,7,8,57.391304347826086,5,0
2011,7,9,46.791666666666664,6,1
2011,7,10,44.28260869565217,0,1
2011,7,11,69.72916666666667,1,0
2011,7,12,61.65217391304348,2,0
2011,7,13,48.17391304347826,3,0
2011,7,14,46.23913043478261,4,0
2011,7,15,68.0,5,0
2011,7,16,58.30434782608695,6,1
2011,7,17,47.479166666666664,0,1
2011,7,18,40.130434782608695,1,0
2011,7,19,38.770833333333336,2,0
2011,7,20,38.608695652173914,3,0
2011,7,21,47.604166666666664,4,0
2011,7,22,45.08695652173913,5,0
2011,7,23,36.6875,6,1
2011,7,24,49.93478260869565,0,1
2011,7,25,43.625,1,0
2011,7,26,32.369565217391305,2,0
2011,7,27,38.9375,3,0
2011,7,28,53.5625,4,0
2011,7,29,57.854166666666664,5,0
2011,7,30,38.23913043478261,6,1
2011,7,31,36.583333333333336,0,1
2011,8,1,45.108695652173914,1,0
2011,8,2,61.19565217391305,2,0
2011,8,3,36.416666666666664,3,0
2011,8,4,49.97826086956522,4,0
2011,8,5,29.708333333333332,5,0
2011,8,6,33.108695652173914,6,1
2011,8,7,47.229166666666664,0,1
2011,8,8,48.97826086956522,1,0
2011,8,9,44.125,2,0
2011,8,10,56.67391304347826,3,0
2011,8,11,69.22916666666667,4,0
2011,8,12,29.714285714285715,5,0
2011,8,13,32.895833333333336,6,1
2011,8,14,34.73913043478261,0,1
2011,8,15,41.020833333333336,1,0
2011,8,16,35.34782608695652,2,0
2011,8,17,37.583333333333336,3,0
2011,8,19,45.9375,5,0
2011,8,20,42.93478260869565,6,1
2011,8,22,36.42857142857143,1,0
2011,8,23,45.38235294117647,2,0
2011,8,24,44.52173913043478,3,0
2011,8,25,40.25,4,0
2011,8,26,43.630434782608695,5,0
2011,8,27,49.416666666666664,6,1
2011,8,28,49.73913043478261,0,1
2011,8,29,41.11363636363637,1,0
2011,8,30,17.565217391304348,2,0
2011,8,31,33.04545454545455,3,0
2011,9,1,28.347826086956523,4,0
2011,9,2,39.1875,5,0
2011,9,3,51.391304347826086,6,1
2011,9,4,40.583333333333336,0,1
2011,9,5,52.43478260869565,1,0
2011,9,6,48.020833333333336,2,0
2011,9,7,44.84782608695652,3,0
2011,9,8,42.875,4,0
2011,9,9,8.434782608695652,5,0
2011,9,10,34.43181818181818,6,1
2011,9,11,48.26086956521739,0,1
2011,9,12,46.833333333333336,1,0
2011,9,13,50.97826086956522,2,0
2011,9,14,36.541666666666664,3,0
2011,9,15,30.02173913043478,4,0
2011,9,16,29.97826086956522,5,0
2011,9,17,46.391304347826086,6,1
2011,9,18,35.02173913043478,0,1
2011,9,19,22.5625,1,0
2011,9,20,25.891304347826086,2,0
2011,9,21,42.229166666666664,3,0
2011,9,22,37.97826086956522,4,0
2011,9,23,23.458333333333332,5,0
2011,9,24,34.630434782608695,6,1
2011,9,25,36.0,0,1
2011,9,26,38.08695652173913,1,0
2011,9,27,25.333333333333332,2,0
2011,9,28,39.76086956521739,3,0
2011,9,29,53.104166666666664,4,0
2011,9,30,38.78260869565217,5,0
2011,10,1,38.625,6,1
2011,10,2,40.23913043478261,0,1
2011,10,3,53.5,1,0
2011,10,4,45.55,2,0
2011,10,5,38.76190476190476,3,0
2011,10,6,41.52173913043478,4,0
2011,10,7,36.458333333333336,5,0
2011,10,8,27.065217391304348,6,1
2011,10,9,21.333333333333332,0,1
2011,10,10,30.130434782608695,1,0
2011,10,11,29.904761904761905,2,0
2011,10,12,25.217391304347824,3,0
2011,10,13,15.833333333333334,4,0
2011,10,14,17.152173913043477,5,0
2011,10,15,24.708333333333332,6,1
2011,10,16,17.652173913043477,0,1
2011,10,17,22.541666666666668,1,0
2011,10,18,39.630434782608695,2,0
2011,10,19,20.291666666666668,3,0
2011,10,20,12.652173913043478,4,0
2011,10,21,13.625,5,0
2011,10,22,23.67391304347826,6,1
2011,10,23,46.458333333333336,0,1
2011,10,24,41.52173913043478,1,0
2011,10,25,32.75,2,0
2011,10,26,40.4,3,0
2011,10,27,34.375,4,0
2011,10,28,17.82608695652174,5,0
2011,10,29,17.4375,6,1
2011,10,30,27.869565217391305,0,1
2011,10,31,12.666666666666666,1,0
2011,11,1,24.934782608695652,2,0
2011,11,2,32.875,3,0
2011,11,3,49.608695652173914,4,0
2011,11,4,48.67391304347826,5,0
2011,11,5,15.416666666666666,6,1
2011,11,6,4.043478260869565,0,1
2011,11,7,13.625,1,0
2011,11,14,2.1875,1,0
2011,11,15,12.8125,2,0
2011,11,16,7.2727272727272725,3,0
2011,11,17,8.916666666666666,4,0
2011,11,18,14.108695652173912,5,0
2011,11,19,12.145833333333334,6,1
2011,11,20,7.521739130434782,0,1
2011,11,21,5.583333333333333,1,0
2011,11,22,3.369565217391304,2,0
2011,11,23,0.16666666666666666,3,0
2011,11,24,1.8043478260869565,4,0
2011,11,25,6.4375,5,0
2011,11,26,28.73913043478261,6,1
2011,11,27,35.541666666666664,0,1
2011,11,28,13.652173913043478,1,0
2011,11,29,29.291666666666668,2,0
2011,11,30,29.695652173913043,3,0
2011,12,1,35.208333333333336,4,0
2011,12,2,39.391304347826086,5,0
2011,12,3,45.604166666666664,6,1
2011,12,4,53.95652173913044,0,1
2011,12,5,47.979166666666664,1,0
2011,12,6,48.06521739130435,2,0
2011,12,7,54.25,3,0
2011,12,8,47.17391304347826,4,0
2011,12,9,49.833333333333336,5,0
2011,12,10,30.565217391304348,6,1
2011,12,11,35.541666666666664,0,1
2011,12,12,43.56521739130435,1,0
2011,12,13,58.208333333333336,2,0
2011,12,14,57.15909090909091,3,0
2011,12,15,58.270833333333336,4,0
2011,12,16,47.34782608695652,5,0
2011,12,17,32.916666666666664,6,1
2011,12,18,36.65217391304348,0,1
2011,12,19,35.041666666666664,1,0
2011,12,20,34.19565217391305,2,0
2011,12,21,13.956521739130435,3,0
2011,12,22,13.979166666666666,4,0
2011,12,23,35.93478260869565,5,0
2011,12,24,47.895833333333336,6,1
2011,12,25,42.0,0,1
2011,12,26,36.75,1,0
2011,12,27,45.67391304347826,2,0
2011,12,28,31.0,3,0
2011,12,29,50.22222222222222,4,0
2011,12,30,46.229166666666664,5,0
2011,12,31,35.84782608695652,6,1
2012,1,1,48.875,0,1
2012,1,2,53.73913043478261,1,0
2012,1,3,55.541666666666664,2,0
2012,1,4,57.30434782608695,3,0
2012,1,5,61.64705882352941,4,0
2012,1,6,42.65217391304348,5,0
2012,1,7,48.229166666666664,6,1
2012,1,8,32.15217391304348,0,1
2012,1,9,19.02173913043478,1,0
2012,1,10,18.52173913043478,2,0
2012,1,11,35.104166666666664,3,0
2012,1,12,40.84782608695652,4,0
2012,1,13,20.152173913043477,5,0
2012,1,14,20.73913043478261,6,1
2012,1,15,13.145833333333334,0,1
2012,1,16,11.08695652173913,1,0
2012,1,17,4.8125,2,0
2012,1,18,23.152173913043477,3,0
2012,1,19,33.416666666666664,4,0
2012,1,20,45.43478260869565,5,0
2012,1,21,49.291666666666664,6,1
2012,1,22,53.869565217391305,0,1
2012,1,23,37.3125,1,0
2012,1,24,23.934782608695652,2,0
2012,1,25,36.1875,3,0
2012,1,26,26.652173913043477,4,0
2012,1,27,29.5,5,0
2012,1,28,31.97826086956522,6,1
2012,1,29,31.375,0,1
2012,1,30,11.391304347826088,1,0
2012,1,31,7.041666666666667,2,0
2012,2,1,25.543478260869566,3,0
2012,2,2,24.083333333333332,4,0
2012,2,3,20.17391304347826,5,0
2012,2,4,6.625,6,1
2012,2,5,33.65217391304348,0,1
2012,2,6,17.847826086956523,1,0
2012,2,7,20.666666666666668,2,0
2012,2,8,26.695652173913043,3,0
2012,2,9,11.1875,4,0
2012,2,10,9.76086956521739,5,0
2012,2,11,23.041666666666668,6,1
2012,2,12,7.608695652173913,0,1
2012,2,13,3.1458333333333335,1,0
2012,2,14,31.434782608695652,2,0
2012,2,15,53.395833333333336,3,0
2012,2,16,30.0,4,0
2012,2,17,18.3125,5,0
2012,2,18,47.95652173913044,6,1
2012,2,19,49.645833333333336,0,1
2012,2,20,29.09090909090909,1,0
2012,2,21,51.333333333333336,2,0
2012,2,22,52.28260869565217,3,0
2012,2,23,27.770833333333332,4,0
2012,2,24,26.456521739130434,5,0
2012,2,25,36.166666666666664,6,1
2012,2,26,22.891304347826086,0,1
2012,2,27,28.3125,1,0
2012,2,28,21.09090909090909,2,0
2012,2,29,10.416666666666666,3,0
2012,3,1,3.4565217391304346,4,0
2012,3,2,6.604166666666667,5,0
2012,3,3,34.69565217391305,6,1
2012,3,4,39.791666666666664,0,1
2012,3,5,50.23913043478261,1,0
2012,3,6,30.208333333333332,2,0
2012,3,7,31.934782608695652,3,0
2012,3,8,33.791666666666664,4,0
2012,3,9,41.5,5,0
2012,3,10,33.6875,6,1
2012,3,11,41.80434782608695,0,1
2012,3,12,6.875,1,0
2012,3,16,80.38888888888889,5,0
2012,3,17,48.869565217391305,6,1
2012,3,18,62.5,0,1
2012,3,19,44.369565217391305,1,0
2012,3,20,28.104166666666668,2,0
2012,3,21,27.369565217391305,3,0
2012,3,22,35.770833333333336,4,0
